,Entity1,Entity2,Relation
6423,results,precision,obtained
6424,NER,problem,solved
6425,entity,O,marked
6426,Figure,model,shows
6427,model,layer,consists
6428,layer,vectors,contains
6429,layer,layer,performs
6430,features,features,assigns
6431,features,information,obtain
6432,features,layer,inputted
6433,CRF,sequence,predict
6434,dictionary,embedding,includes
6435,Word,representation,takes
6436,Word,data,learns
6437,word,words,contains
6438,representation,mapping,layer
6439,dictionary,dictionary,represents
6440,vector,information,depends
6441,vectors,methods,provide
6442,sequence,level,marked
6443,features,tags,contains
6444,use,group,indicate
6445,template,sequence,construct
6446,template,1,shown
6447,segment,entity,appears
6448,grams,phrase,feature
6449,vector,information,denoted
6450,word,representation,corresponds
6451,text,Fig,generating
6452,Constructing,network,recurrent
6453,structure,dependencies,solves
6454,Figure,structure,shows
6455,unit,input,unit
6456,C,structure,saved
6457,content,cells,forget
6458,Wf,function,represents
6459,Ct,gate,obtained
6460,vector,state,forgotten
6461,ot,unit,controls
6462,ot,ht,obtain
6463,information,text,memorize
6464,use,information,extract
6465,\(h_{t}^{g}\,information,"gt(t=1,2"
6466,state,capabilities,follows
6467,information,time,focuses
6468,BiLSTM,context,considers
6469,interdependent,sentences,features
6470,Q,pairs,queries
6471,sequence,sequence,find
6472,sequence,output,refers
6473,mechanism,calculation,uses
6474,Figure,attention,shows
6475,Attention,Fig,shown
6476,Scale,product,represents
6477,function,Value,obtain
6478,V,output,dotted
6479,capture,layers,features
6480,premise,calculation,performs
6481,operation,h,executed
6482,layer,levels,spliced
6483,operation,attention,means
6484,layer,layer,passing
6485,st,layer,obtained
6486,ot,feature,obtain
6487,formula,layer,follows
6488,layer,decisions,uses
6489,vector,sequence,use
6490,label,layer,predicted
6491,matrix,layer,follows
6492,Y,sequences,set
6493,word,building,includes
6494,Model,al,flow
6495,data,NVD,extracted
6496,types,corpus,defined
6497,data,file,stored
6498,file,model,obtain
6499,Figure,process,shows
6500,types,separators,contains
6501,dataset,sentences,contains
6502,Table,datasets,describes
6503,dictionary,blog,extracted
6504,Wikipedia,categories,contains
6505,corpus,sets,apply
6506,algorithm,corpus,builds
6507,sites,tags,crawled
6508,data,quality,constructed
6509,words,dictionary,screened
6510,words,data,contains
6511,Python,training,implement
6512,results,Figs,shown
6513,value,Figs,seen
6514,settings,5,shown
6515,order,results,verify
6516,annotations,performance,compares
6517,experiment,value,use
6518,dictionary,model,adds
6519,CRF,machine,employs
6520,model,features,adds
6521,models,Table,listed
6522,NER,security,seen
6523,beneficial,result,improve
6524,mechanism,text,captures
6525,model,results,achieves
6526,basis,entities,indicates
6527,detail,model,compares
6528,model,model,proves
6529,model,types,performed
6530,tags,prediction,find
6531,9,entities,compare
6532,hare,label,refers
6533,model,type,identify
6534,word,classify,identify
6535,entity,words,identify
6536,models,characteristics,learn
6537,security,paper,presented
6538,results,mechanism,features
6539,field,significance,cyber
6540,identification,extraction,cyber
6541,work,security,continue
6542,Learn,12:2493–2537,Res
6543,recurrent,security,cyber
6544,entities,text,concepts
6545,learning,security,Springer
6546,Augmentation,Domain,Springer
6547,Symp,Secur,Found
6548,approach,wikipedia,generate
6549,indicators,labelling,compromise
6550,arXiv,arXiv:1810.10156,preprint
6551,Project,Grant,supported
6552,Gao,manuscript,designed
6553,Liu,manuscript,participated
6554,author(s,manuscript,read
6555,authors,interests,declare
6556,Nature,affiliations,remains
6557,article,changes,permits
6558,article,material,included
6559,use,holder,need
6560,citation,Statement,Received
6561,data,centre,Manage
6562,launder,firm,developed
6563,addresses,activity,launched
6564,Robinson,exchanges,says
6565,exchanges,activity,says
6566,tools,activity,says
6567,risks,tool,send
6568,addresses,entities,says
6569,payments,monero,launched
6570,Antinalysis,proceeds,says
6571,company,transaction,says
6572,Robinson,blockchain,says
6573,markets,services,runs
6574,Model,address,costs
6575,bitcoins,transaction,receives
6576,team,tools,compares
6577,comparison,task,says
6578,Providing,time,says
6579,Antinalysis,provider,notes
6580,Robinson,time,says
6581,use,providers,regulated
6582,Robinson,bitcoin,says
6583,Network,Stolen,Says
6584,attackers,money,called
6585,hackers,currency,began
6586,Robinson,cryptocurrency,attributes
6587,Intelligence,decade,continues
6588,extract,networks,patterns
6589,learning,segmentation,applied
6590,learning,analysis,applied
6591,analysis,sequence,recurrent
6592,approaches,features,rely
6593,experts,knowledge,selected
6594,features,malware,generalize
6595,CNNs,bytes,Figure
6596,decisions,families,provides
6597,features,malware,performs
6598,Results,periods,purposes
6599,families,packers,samples
6600,checks,samples,performed
6601,samples,experiments,met
6602,test,split,set
6603,data,experiments,set
6604,bytes,curve,fed
6605,families,polymorphism,utilized
6606,experiment,classification,attempted
6607,10th,Clean,bucketed
6608,buckets,compilers,contain
6609,experiment,accuracy,achieved
6610,CNN,training,training
6611,Figure,Embedding,training
6612,malware,clusters,extract
6613,lending,classifier,believe
6614,XAI,Emotet,shows
6615,bytes,samples,weighed
6616,expert,samples,requested
6617,analysis,families,verified
6618,family,time,shows
6619,results,bucket,showed
6620,Figure,files,ran
6621,CNN,vendors,identify
6622,CNN,samples,agreed
6623,CNN,sample,identified
6624,XAI,sample,heatmap
6625,XAI,sample,heatmap
6626,verify,classification,asked
6627,sample,family,shows
6628,sequence,algorithm,belongs
6629,automation,classification,indicates
6630,experiments,interest,CNN
6631,CNN,representations,demonstrate
6632,model,classification,perform
6633,vendors,threats,identify
6634,tool,classification,indicate
6635,findings,prioritization,need
6636,approaches,community,believe
6637,techniques,development,gone
6638,data,challenges,serve
6639,difficult,behavior,discover
6640,analytics,system,found
6641,design,effort,assisted
6642,starts,technology,appear
6643,level,penetrations,rise
6644,fields,threats,bring
6645,issue,protection,focused
6646,research,journal,papers
6647,contributions,Editors,selected
6648,terrorism,population,garner
6649,Delhi,world,secessionist
6650,Maoists,killings,accounted
6651,guerillas,Assam,caused
6652,group,Adivasis,gunned
6653,carnage,expediency,provoked
6654,separatist,presence,city
6655,government,table,bring
6656,terrorists,mouth,hold
6657,killers,network,said
6658,boy,foot,cited
6659,action,violence,stand
6660,BJP,Muslims,shed
6661,campaign,India,accused
6662,deportation,power,declared
6663,Advani,Bodos,slaughtered
6664,invasion,Bodos,argued
6665,BJP,survivors,course
6666,gratitude,elections,let
6667,elections,seats,account
6668,Congress,Jorhat,trounced
6669,Bodos,fate,sense
6670,population,state,constitute
6671,1993,contradictions,signed
6672,accord,autonomy,signed
6673,BTAD,BTAD,comprised
6674,Bodos,agenda,floated
6675,Bodos,cleansing,enjoy
6676,Bodos,accord,inflicted
6677,Singh,run,realising
6678,soldiers,blood,killed
6679,Singh,site,wanted
6680,forces,helicopter,warned
6681,Zero,scenario,centre
6682,systems,invariants,monitor
6683,properties,states,sensor
6684,approaches,data,miss
6685,CPS,process,built
6686,method,parameters,decomposes
6687,checkers,system,actuators
6688,CPS,controllers,help
6689,Security,energy,reported
6690,situation,detection,motivated
6691,monitor,CPS,Giraldo
6692,violation,system,suggest
6693,Invariants,p,sensor
6694,states,system,aim
6695,behaviours,data,missed
6696,Invariants,engineers,derived
6697,CPS,stage,integrate
6698,components,invariants,decomposes
6699,designs,parameters,applied
6700,checkers,systems,detect
6701,components,invariants,identify
6702,WADI,approach,inputs
6703,invariant,depth,checkers
6704,presents,approach,overview
6705,study,system,followed
6706,clarify,systems,meant
6707,Tippenhauer,infrastructure,testbed
6708,water,stages,SWaT
6709,workstation,operators,connects
6710,SWaT,Fig,indicate
6711,number,Transmitters,testbed
6712,Actuators,tanks,pumping
6713,valve,water,controls
6714,transmitter,PLC,reads
6715,transmitters,water,AIT-201
6716,control,stage,pumps
6717,Ultrafiltration,stage,performed
6718,MV-302,marker,stopped
6719,FIT-301,unit,measures
6720,DPIT,pressure,monitors
6721,sequence,stage,begins
6722,measure,tank,transmit
6723,water,bisulphate,performed
6724,P-401,unit,started
6725,analyser,system,monitors
6726,osmosis,stage,applied
6727,system,impurities,provide
6728,MV-501,tank,channelled
6729,tank,conductivity,measures
6730,P-601,water,T-101
6731,stage,process,consists
6732,membranes,particles,need
6733,cleaning,process,achieved
6734,started,threshold,goes
6735,WADI,PLC,consists
6736,tanks,source,consists
6737,reservoirs,demand,configured
6738,stage,stage,pumped
6739,actuators,stages,provides
6740,electronics,Transmitters,use
6741,names,index,form
6742,component,stages,consider
6743,simplicity,attackers,describe
6744,Mathur,attacks,distinguish
6745,model,stages,emphasises
6746,designers,means,define
6747,paper,analysis,focus
6748,analysis,design,identify
6749,mechanisms,design,construct
6750,methodology,methods,needs
6751,theory,thinking,create
6752,FRs,want,achieve
6753,behaviours,design,want
6754,elements,FRs,realise
6755,design,DPs,involved
6756,designer,DPs,decompose
6757,DP,design,achieving
6758,effects,assess,subjected
6759,order,dependencies,apply
6760,relations,behaviour,paves
6761,FRs,coupling,updates
6762,denotes,dependencies,absence
6763,DP7,FR2,coupled
6764,Equation,DP1–3,shows
6765,locations,sensors,flow
6766,derive,Eq,relate
6767,2,DP,decomposed
6768,presentation,Eq,use
6769,DP,backup,pump
6770,level,level,use
6771,Equation,coupling,characterising
6772,method,satisfies,requires
6773,requirements,matrix,enables
6774,decomposition,DPs,leads
6775,relationships,DPs,identify
6776,properties,conditions,hold
6777,DPs,behaviour,identified
6778,engineers,ways,derive
6779,approach,aids,propose
6780,conditions,change,cause
6781,DP7.1.1,LIT-101,expresses
6782,design,relationship,construct
6783,combinations,operation,states
6784,thresholds,values,use
6785,denotes,Table,low
6786,labels,configurations,contains
6787,Figure,cases,shows
6788,parts,thresholds,indicate
6789,designer,behaviours,traverses
6790,process,examples,deriving
6791,dependencies,P-402,set
6792,FR7.1,Table,consider
6793,devices,stage,found
6794,components,Fig,summarised
6795,sensor,LIT-301,transmitted
6796,PLC2,MV-201,sends
6797,start,P-102,pump
6798,water,stage,pumped
6799,paths,behaviour,presents
6800,6c,cases,depicts
6801,tank,state,reported
6802,state,damage,start
6803,paths,Table,summarised
6804,able,components,assume
6805,decomposing,Fig,identify
6806,WADI,stages,involving
6807,valve,stage,Pumps
6808,relationships,way,derived
6809,invariants,checkers,incorporate
6810,mechanisms,properties,monitor
6811,checker,label,takes
6812,checker,learning,constructed
6813,samples,algorithm,need
6814,anomaly,labels,indicate
6815,training,classifier,set
6816,focus,correct,allows
6817,summarises,detector,testbeds
6818,checkers,server,implemented
6819,values,operator,raised
6820,algorithm,states,requires
6821,valve,position,moving
6822,states,checkers,handled
6823,checkers,method,embody
6824,system,design,reflect
6825,invariants,design,modify
6826,designs,attacks,evaluate
6827,checkers,section,designs
6828,invariants,sensors,relate
6829,knowledge,invariants,determine
6830,combinations,labels,discretised
6831,trees,expressions,run
6832,checkers,-,classify
6833,study,place,discussing
6834,approach,information,uses
6835,classifiers,oracles,sets
6836,sample,node,implemented
6837,#,classifiers,trained
6838,sanity,classifiers,check
6839,inputs,cases,sets
6840,generalise,analyses,classifiers
6841,scenarios,systems,classified
6842,properties,testbeds,characterise
6843,anomalies,study,want
6844,actuators,period,contains
6845,states,classification,log
6846,states,-,found
6847,positives,data,reported
6848,checkers,positives,suggests
6849,checkers,historians,launched
6850,Tables,checkers,monitored
6851,attacks,attacks,cover
6852,states,checkers,inputs
6853,alarm,state,takes
6854,analysis,checkers,presented
6855,identify,mitigation,means
6856,dependency,DP7.1.1,Table
6857,level,thresholds,strengthened
6858,correct,threat,prevent
6859,dependencies,DP7.1.2,Table
6860,states,thresholds,change
6861,manipulation,insider,carried
6862,#,measures,mitigated
6863,monitor,values,checks
6864,MAMS,Attacks,attacks
6865,mitigations,Attacks,exploits
6866,system,positives,inputs
6867,principles,modelling,provide
6868,method,invariants,applied
6869,work,invariants,focused
6870,checkers,attacker,perform
6871,strategies,literature,recommend
6872,devices,PLCs,al
6873,mechanism,profiles,deployed
6874,anomaly,LIT-101,remains
6875,attack,technique,detected
6876,states,design,detect
6877,invariants,approaches,want
6878,plan,CPSs,involve
6879,problems,generation,avoid
6880,highlight,invariants,compare
6881,approaches,infrastructure,emerged
6882,data,behaviours,include
6883,fingerprinting,noise,checked
6884,changes,logic,attestation
6885,work,mechanisms,falls
6886,properties,fault,monitored
6887,problem,mechanisms,check
6888,plant,theory,follows
6889,approaches,physics,start
6890,methods,flow,measure
6891,generation,approaches,mitigate
6892,logs,al,use
6893,readings,outcomes,learn
6894,data,sets,lead
6895,detectors,manipulations,susceptible
6896,solutions,work,need
6897,approaches,concerns,come
6898,invariants,checkers,deployed
6899,classifiers,server,deployed
6900,checkers,Mathur,described
6901,network,Shrivastava,proposed
6902,focus,miss,allow
6903,design,states,analyses
6904,points,CPS,integrate
6905,process,training,require
6906,designs,parameters,applied
6907,expressions,dependencies,sets
6908,checkers,components,found
6909,checkers,positives,found
6910,order,design,understand
6911,plan,studies,evaluate
6912,domains,healthcare,grids
6913,system,process,implemented
6914,Simulation,logs,play
6915,leaving,data,focus
6916,integrity,systems,distributed
6917,Adepu,system,detect
6918,models,systems,cyber
6919,Conference,Society,IEEE
6920,design,systems,WADI
6921,fingerprint,CPS,authenticate
